x,y,z,Cluster,Synopsis,Severity
0.5529029776867849,0.4635076761056842,0.2802306784524002,29,john we are meeting with bo this thursday in new york attached is a specialist term sheet that we will use for our discussion we will also be incorporating a technology term sheet in our discussions please review the attached and let me know of any c,0.9770571139262426
0.6061613527108574,0.5155944397841603,0.14557641240539385,22,a quick reminder that winebid com||s current auction is underway and thatthere are some terrific lots without bids take a look especially at themany large format bottles and wonderful recent vintage burgundies offered here are a few haut brion liters,0.356028505913149
0.6043328105856585,0.52504838273037,0.34326772103490505,32,thanks i||ll look at it original message from 	arnold johnsent 	thursday october pmto 	lavorato johnsubject the y y spreads have come in decently over the past week and a half the spread has moved from to it may be a good time to move the to a cal tr,0.8987107396898106
0.5398353073479876,0.5579172629030374,0.09154706422608923,11,image image financial solutions image financial solutions your image image image image image image image image image image image image image savings investment image tax deferred college savings image image imag e generate college funds image image i,0.760822317176514
0.527359848854138,0.5479930225106052,0.08585071468350626,11,image quote com log in sign up account mgt insight center image get quote livecharts image image findsymbol imag e image image image image image image image image image image my portfolio livecharts stocks news msg board s markets funds ipo options i,0.6373572202480372
0.524805040102257,0.5362294809319142,0.07356510002765074,11,knowledge wharton newsletterhttp knowledge wharton upenn eduoctober november what||s hothow swissair landed in troublethe problems of swissair clearly multiplied after the september terrorist attack and subsequent plunge in ticket sales but industry ,0.3352152664881739
0.5457538504357674,0.519999187808851,0.0639326613455324,11,image vol no december table of contents alumni news campus news vanderbilt in the news research at vanderbilt sports news alumni club happ enings alumni news what||s in a name the office of alumni programs has a new name and a new location now called,0.9627129334589476
0.5751403654015398,0.4427861397981617,0.3366751463374999,30,all please mark you calendars you have been selected to participate in the ena trading track recruiting event monday october th pm pm if you are unable to interview on this date please advise a selection of you will telephone screen external candidat,0.0211968414092862
0.5360676422679516,0.48857171709799474,0.07175395385532324,15,northwest natural in talks with enron over portland utilitythe wall street journal nw natural confirms talks regarding portland general electricpr newswire enron in talks to sell oregon utility to northwest natural gasbloomberg uk enron in talks to s,0.3010508013924764
0.3213622775036986,0.002032596284521293,0.5031170109022596,1,the report named ng price p l published as of is now available for viewing on the website,0.9987875425347216
0.27347165630950354,0.9614830738285354,0.27631353357700594,4,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.3630493483609417
0.5323598219325157,0.44545043253775246,0.34765338028393644,27,original message from 	||david hsu|| enronsent 	wednesday october amto 	mmaggi enron comsubject 	hello from david hsumike it was nice to meet you last night at pancanadian i||m the gas optionstrader where much of my work is focused on clearing stuff ,0.8368077650640671
0.5707384992585274,0.4480321571736964,0.3369337176435092,30,hi john we are not moving forward with the external offers at this point and only concentrating on internal however i have adivsed them i would keep in touch with them should this change i will give you a call and give you an update thanks karen orig,0.1026470511900963
0.5129906404479434,0.8487473450402642,0.013111286490658215,6,to place an order please call ask for order dept www winelibrary comor e mail us at swl winelibrary com opus one a bottle on salelimit bottles per customer please well here it is again the opus one not much you can say here except keep those vertical,0.3281052273881363
0.5116159564391551,0.8500560839572223,0.01497662801639827,6,to place an order please call ask for order dept www winelibrary comor e mail us at swl winelibrary com riecine chianti classico a bottle comes to when you buy a case points wine spectator||super for beautiful aromas of plum and berry with hints of s,0.1334880856705433
0.4596122779878622,0.5976461205621819,0.5010025592436931,7,mark your lunch calendars now you are invited to attend the ews brown bag lunch seriesfeaturing the map guyskeith fraley and peter hoyttopic visualizing your data and marketplaceenhance your market analysis and decision making capabilities with our c,0.0159976990999234
0.5126554502888201,0.8490063908491639,0.013621682080719913,6,wineisit com member e mailstoremember spec||s wines spirits finer foodsmembers e mailhi john spec||s wines spirits finer foods and wineisit com have teamed up to offer you some great savings on your favorite wines and spirits we hope you enjoy these ,0.7540928732559031
0.512645532916493,0.445782533581526,0.37852871714097114,26,its in minutes the gas piece original message from 	arnold johnsent 	thursday october amto 	abramo carolinesubject if you have blackberry keep me informed about pira,0.2430191207802249
0.5007164875868018,0.484691575807112,0.505153318384485,12,johndid you talk to mike is he okay with my condition current all balt sd phili atl cinci minn ne ne mia over gb oak car,0.1501175297831134
0.28174691874584057,0.9825409679887569,0.27029844843408196,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.4780694922585436
0.605082359627203,0.5137956981928068,0.16267569663440062,22,for e mailing list removal information see bottom of email your player is out of date upgrade free image 	 image image 		 try the new realone for free get enhanced audio and video built in web browser enhanced features exclusive programming and more ,0.2990670054228695
0.6607133276480825,0.5283329005244509,0.9947743346908497,3,continental com specials for john arnoldtuesday october   earn double miles that apply toward elite statuswe||re offering double miles to onepass members traveling between october and november on continental airlines continental express and continent,0.1688904458365694
0.9920592919255797,0.5122554328373279,0.010922033116546319,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.5345649430509357
0.5353362679817018,0.4862023532678963,0.07480655206772552,15,cftc charges two tx men with defrauding former employer dow jones commodities service copyright c dow jones company inc washington dow jones the u s commodity futures trading commission ann ounced monday it has filed an administrative action against ,0.4673727678221199
0.5165604901293095,0.40341985533964325,0.40512526582335007,20,stl stl det over,0.7968839530507482
0.5104595823130518,0.44432459650947265,0.38147791459348557,26,original message from arnold johnsent monday october amto lavorato johnsubject re original message from lavorato johnsent sunday october pmto arnold johnsubject denver ariz minn phili under teaseall,0.98880081004523
0.5198582930929566,0.471749667579196,0.07596411747422213,16,today we announced our third quarter earnings results which were right on target with analysts estimates for recurring earnings per diluted share of this marks a percent increase over the third quarter of last year which is due to the strong performa,0.1614671466977729
0.587218980028902,0.5953764220189978,0.1494069236193206,8,radeon tm is a powerful and versatile graphic solution http enews buy com cgi bin flo y eesadsibluae        smc port cable dsl router enter to win a trip to thesuperbowl from smc buy com price list price an ideal all in one networking solution for ho,0.4710855008636295
0.9912656467564349,0.513011955717516,0.01201917852132793,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.2055087865058043
0.533535924393699,0.4847143587281231,0.07452279723742218,15,usa interview enron impatient at power deregulation pace reuters english news service uk enron||s european electricity trading volumes soar reuters english news service northwest natural picks merrill csfb to arrange bln loanbloomberg uk interview me,0.4890234062933604
0.49007708373409836,0.590598963393082,0.5677138977466942,9,a reminder to all power and natural gas traders intercontinentalexchange has launched financial swaps settling against our power and natural gas indices two new products ng fin sw swap fp for ic e and fin swap peak fp for ice are now listed for the h,0.2009188385743373
0.606502331550824,0.5290947294270324,0.34363494606104805,32,johnny hope all is well is ok here new york a little stranger than normalfor obvious reasons wwe||re trying to get back to normal pretty stressfulcupla weeks business has been pretty good trading anyway in natgas andoil certainly have been some chang,0.8822596703126203
0.5397585009172399,0.4621667213390155,0.24435087047870901,18,fyi energy doc,0.338718629812205
0.5242990200125124,0.4469967533538159,0.35874491451895785,27,original message from 	black troysent 	monday november amto 	quigley dutchsubject 	your offeryour offer for attached volumes please troy b blackenron americastel fax troy black enron com,0.4778915685083307
0.5038592305187426,0.45075760406968524,0.37729915914718315,26,john 	we are not pulling the million today no one from manshould have demanded anything from you today eddie,0.93665021968927
0.5139498376328229,0.4470925215621362,0.4439977268928689,13,john are you kidding i||m lonely as hell up here when greg is out i have no one to talk too missing those trading floor days stop by any time and check out the view from here greg will be back in the office tomorrow i||m sure he||d welcome a friendly,0.0634790227577016
0.5180047447177915,0.48373270461531226,0.07071428416438587,17,dynegy seems to have options in enron dealthe wall street journal volatility fell slightly in light holiday trading as enron calls lilly put s attracted interestthe wall street journal the other instant powerhouse in energy tradingbusinessweek all ey,0.1098131617671522
0.0,0.6742952812853373,0.9639414598712961,0,the report named ng propt p l published as of is now available for viewing on the website revision,0.2207939808521174
0.6637143755908524,0.5311526067598686,0.9989093714805304,3,special offers for membership rewardsenrollees from american expressoctober    destination homehome is where the heart is as a new year approaches there||s no bettertime to visit friends and loved ones the membership rewards programfrom american expr,0.0108921309655417
0.517970140324221,0.405626121434328,0.40238870001895083,20,what time does the game start original message from 	arnold johnsent 	monday october pmto 	allen margaretsubject 	re my little junior league girl so sweet let||s leave around ish original message from 	allen margaretsent 	monday october pmto 	arnold ,0.9731658507234728
0.5248352391394504,0.44753458017731595,0.448376547795878,13,i will be there grigsby original message from arnold johnsent sat pmto shively hunter s neal scott grigsby mike martin thomas a cc subject there will be a desk head mtg tomorrow sunday at on the rd floor per lavorato to discuss positions and strategy,0.4708488997165279
0.5338018844837666,0.5277781563828492,0.06607041890560704,11,image image image image image image image image image image image image image image image image image image image image image image image image image image reiscast october reis america||s source for real estate investing welcome to reiscast our week,0.4846645542410854
0.5476933564650722,0.45030910028606164,0.33435785297063636,27,you||re invited to join community and national experts as they discuss your most pressing concerns about september th and the ongoing issues we face as a nation operation hope reclaiming our futureone step at a timea cooperative community effort to p,0.0798686909186465
0.5387589532217765,0.4574687131538714,0.1677818808422151,24,today we announced the appointment of jeff mcmahon as enron||s chief financial officer in my continued discussions with the financial community yesterday and today it became clear that this move was required to restore investor confidence jeff has un,0.8601786439740485
0.5074875841840725,0.58256966247822,0.5592659687233488,9,attached please find this weeks summary of the most recent cftc commitment of traders data for natural gas thanks mark cftc ng doc,0.8923974561951823
0.5955761964591448,0.495455876456773,0.2739220120097283,25,we provide businesses of all types an opportunity to have theirown no hassle credit card merchant account with no setup fees good credit bad credit no credit not a problem approvalrate you will be able to accept all major credit cards including visa ,0.925893208083172
0.5952162767149483,0.49501645586402615,0.27731666633583,25,the future is changing is your business ready in the past decade the internet has grown intothe biggest opportunity for all business companies big and small are makingmoney through internet sales advertising web hosting online auctions and hundreds m,0.527157233318662
0.5188256733017931,0.4020555031126467,0.4009200629276875,20,oh oh and the makeup and wig too original message from 	arnold johnsent 	monday october pmto 	allen margaretsubject 	re maybe after the game original message from 	allen margaretsent 	monday october pmto 	arnold johnsubject 	re no you are wearing a s,0.5365173765021249
0.5535805512922559,0.45299341801411996,0.3309390306438486,27,teamwe are doing much better with interviews see below thanks keep up the good work please complete assignments on time in addition we need each sme as a minimum to allot hours a week towards this project which will significantly increase the potenti,0.9092884768142871
0.0019496362207805373,0.6724628749304372,0.961263750600611,0,the report named ng propt p l published as of is now available for viewing on the website,0.6811345833163914
0.5347319680091107,0.5593118774441928,0.10901916981997098,11,image image  image image image image image image image image,0.9609545627222764
0.4992727437642766,0.49083819805321144,0.5117142730374618,12,do you owe money is it getting troublesome keeping trackof all those bills and whom you owe how much and when wouldit not be easier if you could just make monthly paymentinstead of several we can help if your debts are us or more and you are a united,0.92358176041034
0.5908046847368427,0.491177303845945,0.2841282142244567,25,attention intra month cash traders on tradesparkcash products for all power locations will be intermittently brought upthroughout the morning of monday october th beginning tuesday octoberth of the cash products for all power locations will be functi,0.9235940079734116
0.28405723553927403,0.9887679400014573,0.26756471732867493,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.2640113731030873
0.6635945158463329,0.531040310941306,0.9987319251683593,3,continental com specials for john arnoldtuesday october   latin america europe fare salelet continental take you to exciting destinations in latin america and europe for some of our lowest fares of the season hurry you must purchase your tickets at h,0.642394986263434
0.5583414646209554,0.467951165088603,0.28288378136688497,29,john this guy has been trying to get in touch with you the last few days and i have been intercepting his calls i told him to email me the correspondance and i would make sure you received it is this anything that would be of interest to you ina orig,0.1158245194213821
0.536779692575504,0.5027780274794803,0.06377635838099908,14,they left behind big piles of moneyhouston chronicle economic news helps stocks not bondsthe new york times bullish and patient on energy stocksthe new york times aquila energy makes provision for dynegy withdrawal ft saysbloomberg a tale of greed an,0.8778775546653361
0.5845266262612487,0.5925386293419002,0.14590966487918194,8,if you wish to unsubscribe please click here if you received this ema il by error please reply to unsubscribe thebbvoice com image image image hp business solutions image get aheadhp invent www buy hp com sbso special image image hp image image life ,0.4038401434868217
0.5418362542655075,0.4595921013771237,0.25084262340783525,18,yah yah this technological innovation is so impersonal original message from 	arnold johnsent 	wednesday november amto 	abramo carolinesubject 	re efs presentationi liked my drawing better original message from 	abramo carolinesent 	tuesday november ,0.6039980246988647
0.5864121826363708,0.5941194243147567,0.14856726824361313,8,image image image image dear john save even more on computer acc essories and electronics at buy com we||ve lowered prices not standards on many of our top selling items take advantage of great rebate offers to o as always we thank you for choosing b,0.456699979626453
0.5992622666775885,0.5147738349423738,0.3468122052757796,33,the following reports have been waiting for your approval for more than days please review owner henry h quigleyreport name quigley days in mgr queue,0.0223433439972989
0.5687599621973602,0.45283157933486745,0.17405077382789344,23,enron employees not participating in contract parking are eligible to receive metro bus passes or woodlands express passes you may pick up a bus pass from the parking transportation desk on level of the enron building from am to pm all metro passes o,0.6093751666937987
0.27277002083903823,0.9609940404275339,0.2773095065290972,4,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.9799113408225388
0.5740995095093235,0.4430225325886703,0.33887256408306476,30,all we have internal and external candidates been interviewed for the ena trading track november st please advise if you would like to make any final recommendations on internal candidates to be interviewed internal candidates benke terrellburt bartf,0.4766677382619056
0.568577320803989,0.44372631500521953,0.1800882735494464,23,please click on the link below for a happy hour invitation from apb and true quotehttp www truequote com news happyhour htm,0.4086431452315818
0.46070884993319494,0.5964845513209478,0.5024622246587644,7,if your team would like to contribute to this week||s newsletter please submit your business highlight or news by noon wednesday october thank you kathie grabstaldx,0.7385456257057199
0.5669107978966572,0.4487639685785948,0.17307552047977603,23,the all employee meeting will be held tuesday oct at a m houston time at the hyatt regency houston imperial ballroom as one of the enhanced security measures we have recently employed we will be checking employee badges at the entrance to the ballroo,0.3386270867674272
0.5055921104366233,0.44931657432322436,0.4296941280152841,13,how||s it going i think that i may have left something very valuable at your house my necklace actually it||s not really that valuable but i do want it back unless of course you are wearing it it||s not urgent so just let me know when you have time t,0.7919628476473081
0.6006201379736336,0.5196806366075736,0.17830504331745176,22,we are proud to announce another outstanding product for your consideration midnitemail com is dedicated to bringing you the best bargains deals new ideas and offers that save you both time and money our research team strives to bring you offers that,0.5193387778021686
0.5228819424293132,0.47512120014352444,0.07612768252844163,16,dynegy issues statement on enron merger statusbusiness wire enron says repayment of mln usd debt extended until mid decafx news usa enron secures credit line as shares fall reuters english news service enron stock free fall continuesassociated press ,0.4823126385433669
0.5723271090755384,0.47668220994813454,0.2955899543031181,28,john just a reminder please send a sample gapping data when you get a chance ravi thuraisingham cfadirector storage tradingenron broadband servicesp c pg ravi thuraisingham enron com,0.9978572614282368
0.5812969892709141,0.4961599686411079,0.18108534239032326,19,john arnold thanks for ordering from wine exchange your order has been accepted and confirmed as indicated we will ship unless you specified otherwise when ordering soon you will only receive another email if we encounter unforeseen problems with you,0.4061881484441466
0.496717232709205,0.5816199544173706,0.5574474362606059,9,attached please find this week||s summary of the most recent cftc commitment of traders data for natural gas thanks mark cftc ng doc,0.4513703328870888
0.562228350988065,0.4524631655126052,0.16783546249790768,23,as you know enron net works enw and enron global strategic sourcing gss recently executed a two year agreement whereby mci worldcom would serve as enron||s primary telecommunications provider in our previous communication we indicated that we would p,0.7733772865443411
0.4992370965568777,0.4910678558925088,0.511818367860247,12,do you owe money is it getting troublesome keeping trackof all those bills and whom you owe how much and when wouldit not be easier if you could just make monthly paymentinstead of several we can help if your debts are us or more and you are a united,0.5230317038009638
0.2731433827727113,0.961355289620689,0.2768136095476695,4,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.7586007948503035
0.5263021802491784,0.5363106400917617,0.0801494117236122,11,image dear john arnold you have been a loyal subscriber to the wall street journal and we appreciate your continued interest we would like to express our appreciation with a special savings offer on barron||s our leading business and financial weekly,0.2269805637099705
0.6617396267105312,0.5293059311018089,0.9960717501182446,3,continental com specials for john arnoldtuesday november   continental com specialscontinental airlines wishes you a safe and happy thanksgiving due to the holiday continental com specials will not be available this week onepass members can register ,0.1390506368169194
0.2744816853480379,0.9631042185536036,0.27519271697445447,4,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.4073404527197057
0.588658659005688,0.5224303653009559,0.1059684200066538,21,||center circle|| october inaugural issue in this inaugural issue of u s soccer||s new monthly fan newsletter e zine you||ll find the items listed below some will return next month others will be entirely fresh for november armchair midfielder mls pl,0.8768087929135093
0.9902761228428731,0.513845440903681,0.013320524536500601,2,attached please find a follow up to today||s natural gas market analysis thanks bob mckinney nat gas intraday update doc,0.5246549907861473
0.2838202188534228,0.9867124808558514,0.26767959569711103,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.8422007503548005
0.5107992416742968,0.4369410115401091,0.394739688532188,26,really i can ask a girlfriend of mine and or my sister original message from 	arnold johnsent 	tuesday october amto 	allen margaretsubject 	re i||ve extra tix if you anybody we like original message from 	allen margaretsent 	tuesday october amto 	arn,0.1693666765672562
0.5991181455501229,0.5142844118335131,0.17664145491714814,22,this message was not sent unsolicited your email has been submitted and verified for opt in promotions it is our goal to bring you the best in online promotions 	 image image image image image image image image image image image image image image ima,0.7565022208841704
0.0036613193514557774,0.6708552200928097,0.9589135805701783,0,the report named ng propt p l published as of is now available for viewing on the website,0.739746862489559
0.5218013106382142,0.40150636976496945,0.3967098627791624,20,thanks good luck at your meetings msa original message from arnold johnsent monday october amto allen margaretsubject re i want my two dollars i||ll get it at lunch original message from allen margaretsent monday october amto arnold johnsubject re i ,0.1656432534415782
0.5879444805066492,0.5235958116357654,0.10482659156311902,21,u s soccer fans we||ve added lots of new features to ussoccerfan com as part of ourrecent redesign of the u s soccer online community in order to takeadvantage of these new offerings please visithttp www ussoccerfan com and update your user preferenc,0.2826015576288562
0.4927547529804949,0.5600971287883751,0.531715558441948,10,the following expense report is ready for approval employee name justin k rostantstatus last changed by automated administratorexpense report name rostant report total amount due employee to approve this expense report click on the following link for,0.0646990073147734
0.5852030506433171,0.5931665786060139,0.14693532911143886,8,october vol image image image image image image image com proudly welcomes polk audio combining innovatio n and design polk audio produces world class speaker systems at affordable prices shop polk audio at com we||re celebrating our anniversary with,0.4920593152636693
0.5192852988171319,0.4100681265296284,0.39264148525134973,20,again asshole original message from 	arnold johnsent 	friday november amto 	allen margaretsubject 	re yea right on what corporate marketing ha ha ha original message from 	allen margaretsent 	friday november amto 	arnold johnsubject 	re maybe call me,0.8596857102124077
1.0,0.5047785278244018,0.0,2,attached please find the natural gas market analysis for today thanks mark nat gas doc,0.8056174256006046
0.4934411798625499,0.5594957995688112,0.5309036071347415,10,the following expense report is ready for approval employee name justin k rostantstatus last changed by automated administratorexpense report name jrostant report total amount due employee to approve this expense report click on the following link fo,0.7630887928537746
0.5345062733019676,0.45399412784200455,0.3498441058019838,27,hi john we are taking a look at that as well as orders for options will let you know when that can be available savita original message from 	arnold johnsent 	tuesday october amto 	puthigai savitasubject savita any chance we can introduce limit order,0.4019319265972623
0.501908338664985,0.586368914407004,0.5645970731455281,9,attached please find this weeks summary of the most recent aga working gas storage data thanks mark aga doc,0.6838099684986149
0.6022379465778394,0.5166641079181403,0.13519450268870103,22,the ultimate traditional internet marketing tool introducing the ||masterdisc || version now released its massive disc set with over million database records gigabytes for companies people email fax phone and mailing addresses worldwide complete disc,0.5310147567670018
0.5209146847830244,0.4007973862473736,0.39750986159268015,20,i was kidding that||s all your supposed to do at a baseball game you aren||t supposed to watch the game your supposed to drink beer and eat hot dogs msa original message from 	arnold johnsent 	monday october pmto 	allen margaretsubject 	re do you wan,0.1795523425765133
0.5190079103387819,0.445816538090386,0.4433315434060032,13,i think it went well i am in florida today and argentina until thursday so i will have richter give you an update gpgreg piper,0.8170480619004405
0.5242138497892228,0.5390026820294436,0.07426840492064878,11,knowledge wharton newsletterhttp knowledge wharton upenn eduoctober what||s hotin bush||s economic stimulus package timing is keyas the u s economy continues to feel the aftershocks of the terrorist attacks on sept the focus now is on how to turn aro,0.4475069938949144
0.987200715889565,0.5168243078258814,0.017596784861024097,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.759682941230699
0.5561677085547317,0.48321133545448997,0.18324628895710204,19,that possibility is slim to none original message from arnold johnsent thursday october pmto fraser jennifersubject re ene is a buydepends on the legal outcome thhere is still a possibility we get all of our money back although a roe of for years sti,0.3058689558951278
0.6045397984896352,0.5133935096893965,0.15125165512996536,22,winebid com||s current auction is underway and there are still hot buys onwines that so far have no bids our current auction includes a specialauction of california cabernet sauvignon the auction begins closing sunday oct at p m us eastern time take ,0.5906820559241586
0.5135656777875951,0.49095288208147647,0.07496581393198007,17,headed for a fall companies issued special zero coupon bonds assuming th ey||d never have to pay them off now shareholders could be on the hook for a billion tab fortune magazine manager||s journal what enron did rightthe wall street journal j p morg,0.6748713000210417
0.5180111718560807,0.48728681031551513,0.07244562040941777,17,in the money another sign investors don||t trust enrondow jones news service dynegy board silent on status of enron takeover ene dyndow jones news service enron banks formalize m debt extension to dec dow jones news service citigroup has b less to lo,0.5334277259083676
0.5993067033158266,0.5147474347330268,0.3453494421484073,33,the following reports have been waiting for your approval for more than days please review owner henry h quigleyreport name quigley days in mgr queue,0.1627385841668861
0.28581321165526197,1.0,0.2634760585524027,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.7401633863834728
0.32262434825997893,0.0008471249612440612,0.5013845714625169,1,the report named ng price p l published as of is now available for viewing on the website,0.3570393636739213
0.9958686695587511,0.5086677622986705,0.005677162356427706,2,attached please find the natural gas market analysis for today thanks mark nat gas doc,0.0919377566999909
0.5128276635439074,0.8489063858169363,0.01332684781479375,6,wine library com e mail alert to place an order please call ask for order dept www winelibrary com or e mail us at swl winelibrary com beaucastel chateauneuf du pape red on sale points robert parker||in beaucastel s red wine yields were average a sma,0.9526576022572296
0.57204867778336,0.476160920727386,0.29317537523579057,28,w e e k e n d s y s t e m s a v a i l a b i l i t yf o roctober pm through october am     scheduled system outages ecs power outagea power outage will occur in enron center south on saturday october to complete repairs to the electrical riser system ,0.92689103255775
0.4860880016118071,0.5697222134399169,0.5370976289985849,10,attached is a revised credit watch listing for the week of the yuma companies inc has been added to this week||s ||call credit|| column if there are any personnel in your group that were not included in this distribution please insure that they recei,0.4035314028874239
0.9903218363960029,0.513889328004155,0.013307636884381462,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.2979744318151555
0.5693455979306147,0.4842560023304131,0.19254629342905888,19,image image as someone who||s purchased business investing books at amazon com you||re invited to save the first time you download any e book including hundreds of insightful business investing titles using microsoft reader it||s quick it||s easy and,0.0927792596130379
0.3231936235211809,0.0003129254185892383,0.5006029543568968,1,the report named ng price p l published as of is now available for viewing on the website,0.858709946306855
0.48938291023503255,0.5648637355492829,0.5361878951879986,10,attached is a revised credit watch listing for the week of please note that co steel inc was placed on ||call credit|| this week if there are any personnel in your group that were not included in this distribution please insure that they receive a co,0.1166188706130691
0.5643011030863394,0.4360259575012188,0.319541728825783,30,good afternoon please send me the results of your phone interviews i need to begin to contact these candidates to arrange their transportation to houston please e mail a yes or no for your candidates john arnold michael scarlata donald timpanaro jeff,0.2745114264130206
0.5027523368447003,0.5868962590883371,0.5653540254475458,9,attached please find this weeks summary of the most recent cftc commitment of traders data for natural gas thanks mark cftc ng doc,0.8577937180370039
0.5289225372988435,0.4917649333353745,0.06835117534035733,15,premiums stay high on enron||s near options and doubling up|| date looms fo r tax lossesthe wall street journal dynegy deal to buy enron hits crossroadsthe wall street journal enron faces suits by k plan participantsthe wall street journal from sunbe,0.6627424086701467
0.5031836999770984,0.47580051090500525,0.492947513655925,12,i owe you wowall balt tb chic ariz over car giants sd sf miami seattle oak,0.9270923064782188
0.5020168977127113,0.5860550696775669,0.5639214211795545,9,attached please find this weeks summary of the most recent cftc commitment of traders data for natural gas thanks mark cftc ng doc,0.7228329043530217
0.5821632270516632,0.5875135163675902,0.14367991110851538,8,image image image image dear john no you||re not dreaming buy com really has the ||lowest prices on earth || we||ve reduced prices dramatically in all of our departments for the best deals on computers software elec tronics and much more go directly ,0.8178120136852445
0.5382829619139065,0.45414571420680205,0.16955895948515964,24,enron has had a very good year to date and we at enron europe have played our part in this however if we are to maintain growth levels we need to focus very closely on our cost base and create more efficiencies in the current round of enron corp budg,0.4753344484680974
0.2888949499782424,0.9940569351591273,0.2599757020999633,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.9277860553173802
0.5865689239393514,0.485762403072161,0.3210363750108922,31,day or day for hub cash original message from arnold johnsent sunday november amto lavorato johnsubject re will do the purpose of nymex on weekends is to make everybody in the industry bring up eol every day there were a few days when i would get in ,0.6364815922939558
0.5134862323994042,0.8482850515939232,0.012425793443389455,6,to place an order please call ask for order dept www winelibrary comor e mail us at swl winelibrary com rotllan torra tirant only when you buy a case points wine spectator wine library super tasting star ||powerful and intense this spanish red is as ,0.665279547793519
0.27284668893733927,0.9611042777891983,0.27708559453241505,4,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.291317854480795
0.5288871241925083,0.5516633710705108,0.09954617565023813,11,image 	quote com,0.1431989475117283
0.5036142543967319,0.4500103342530306,0.38072934949364057,26,i almost bet all the underdog wouldn||t been instead bet mostly favorites yadda yadda original message from arnold johnsent monday october amto lavorato johnsubject re original message from lavorato johnsent sunday october pmto arnold johnsubject den,0.7287318276993874
